TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, prec = 1.000000e+03, strategy_add_method = 2
 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index:  644, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2716, cost =
 index:  645, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 2663, cost =
 index:  646, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 2829, cost =
 index:  647, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3107, cost =
 index:  648, (beta,j): ( 179,   7) --> ( 227,   1), goal index: 2944, cost =
 index:  649, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 2882, cost =
 index:  650, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3085, cost =
 index:  651, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3318, cost =
 index:  652, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3763, cost =
 index:  653, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 4329, cost =
 index:  654, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3005, cost =
 index:  655, (beta,j): ( 174,   3) --> ( 227,   1), goal index: 2957, cost =
 index:  656, (beta,j): ( 172,   3) --> ( 227,   1), goal index: 3176, cost =
 index:  657, (beta,j): ( 179,  10) --> ( 227,   1), goal index: 2050, cost =
 index:  658, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 2219, cost =
 index:  659, (beta,j): ( 179,   7) --> ( 227,   1), goal index: 2449, cost =
 index:  660, (beta,j): ( 174,   2) --> ( 227,   1), goal index: 2552, cost =
 index:  661, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 2901, cost =
 index:  662, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2981, cost =
 index:  663, (beta,j): ( 173,   2) --> ( 227,   1), goal index: 2791, cost =
 index:  664, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3029, cost =
 index:  665, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3469, cost =
 index:  666, (beta,j): ( 173,   3) --> ( 227,   1), goal index: 2918, cost =
 index:  667, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 2460, cost =
 index:  668, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 2675, cost =
 index:  669, (beta,j): ( 180,  12) --> ( 227,   1), goal index: 2736, cost =
 index:  670, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 2887, cost =
 index:  671, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3083, cost =
 index:  672, (beta,j): ( 179,   7) --> ( 227,   1), goal index: 3641, cost =
 index:  673, (beta,j): ( 182,  13) --> ( 227,   1), goal index: 3196, cost =
 index:  674, (beta,j): ( 182,  12) --> ( 227,   1), goal index: 3492, cost =
 index:  675, (beta,j): ( 181,   7) --> ( 227,   1), goal index: 3678, cost =
 index:  676, (beta,j): ( 174,   3) --> ( 227,   1), goal index: 3874, cost =
 index:  677, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3863, cost =
 index:  678, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3638, cost =
 index:  679, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3395, cost =
 index:  680, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3819, cost =
 index:  681, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3645, cost =
 index:  682, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3451, cost =
 index:  683, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3281, cost =
 index:  684, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3705, cost =
 index:  685, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 4306, cost =
 index:  686, (beta,j): ( 174,   2) --> ( 227,   1), goal index: 3759, cost =
 index:  687, (beta,j): ( 173,   3) --> ( 227,   1), goal index: 3988, cost =
 index:  688, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 2741, cost =
 index:  689, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2887, cost =
 index:  690, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3096, cost =
 index:  691, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3632, cost =
 index:  692, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3159, cost =
 index:  693, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3697, cost =
 index:  694, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 2950, cost =
 index:  695, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3014, cost =
 index:  696, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3420, cost =
 index:  697, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3042, cost =
 index:  698, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3088, cost =
 index:  699, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3176, cost =
 index:  700, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3420, cost =
 index:  701, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3755, cost =
 index:  702, (beta,j): ( 174,   3) --> ( 227,   1), goal index: 3640, cost =
 index:  703, (beta,j): ( 173,   3) --> ( 227,   1), goal index: 3625, cost =
 index:  704, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 2548, cost =
 index:  705, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 2680, cost =
 index:  706, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 2945, cost =
 index:  707, (beta,j): ( 182,  11) --> ( 227,   1), goal index: 2736, cost =
 index:  708, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3059, cost =
 index:  709, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 2977, cost =
 index:  710, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3233, cost =
 index:  711, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3224, cost =
 index:  712, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3099, cost =
 index:  713, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3300, cost =
 index:  714, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3122, cost =
 index:  715, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3169, cost =
 index:  716, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3287, cost =
 index:  717, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3196, cost =
 index:  718, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3394, cost =
 index:  719, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3276, cost =
 index:  720, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3211, cost =
 index:  721, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3500, cost =
 index:  722, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 4030, cost =
 index:  723, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 2900, cost =
 index:  724, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3022, cost =
 index:  725, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 2938, cost =
 index:  726, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3344, cost =
 index:  727, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3141, cost =
 index:  728, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3353, cost =
 index:  729, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3333, cost =
 index:  730, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3121, cost =
 index:  731, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3375, cost =
 index:  732, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3461, cost =
 index:  733, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3481, cost =
 index:  734, (beta,j): ( 179,  10) --> ( 227,   1), goal index: 3495, cost =
 index:  735, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3518, cost =
 index:  736, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 3334, cost =
 index:  737, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3106, cost =
 index:  738, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3334, cost =
 index:  739, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3272, cost =
 index:  740, (beta,j): ( 179,   7) --> ( 227,   1), goal index: 3383, cost =
 index:  741, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3461, cost =
 index:  742, (beta,j): ( 174,   3) --> ( 227,   1), goal index: 3518, cost =
 index:  743, (beta,j): ( 178,   4) --> ( 227,   1), goal index: 3773, cost =
 index:  744, (beta,j): ( 173,   3) --> ( 227,   1), goal index: 3811, cost =
 index:  745, (beta,j): ( 172,   3) --> ( 227,   1), goal index: 3142, cost =
 index:  746, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 2266, cost =
 index:  747, (beta,j): ( 179,  10) --> ( 227,   1), goal index: 2474, cost =
 index:  748, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 2729, cost =
 index:  749, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 2853, cost =
 index:  750, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3028, cost =
 index:  751, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3223, cost =
 index:  752, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3696, cost =
 index:  753, (beta,j): ( 182,  14) --> ( 227,   1), goal index: 3522, cost =
 index:  754, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3809, cost =
 index:  755, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3478, cost =
 index:  756, (beta,j): ( 178,   4) --> ( 227,   1), goal index: 3583, cost =
 index:  757, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3581, cost =
 index:  758, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 3581, cost =
 index:  759, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3883, cost =
 index:  760, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3565, cost =
 index:  761, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3464, cost =
 index:  762, (beta,j): ( 181,  10) --> ( 227,   1), goal index: 3902, cost =
 index:  763, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 4045, cost =
 index:  764, (beta,j): ( 180,  11) --> ( 227,   1), goal index: 3733, cost =
 index:  765, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3732, cost =
 index:  766, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3595, cost =
 index:  767, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3703, cost =
 index:  768, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3815, cost =
 index:  769, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3740, cost =
 index:  770, (beta,j): ( 179,   7) --> ( 227,   1), goal index: 3600, cost =
 index:  771, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3834, cost =
 index:  772, (beta,j): ( 181,   8) --> ( 227,   1), goal index: 3801, cost =
 index:  773, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 4124, cost =
 index:  774, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3580, cost =
 index:  775, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3609, cost =
 index:  776, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3509, cost =
 index:  777, (beta,j): ( 180,  12) --> ( 227,   1), goal index: 3482, cost =
 index:  778, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3592, cost =
 index:  779, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3635, cost =
 index:  780, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3589, cost =
 index:  781, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3697, cost =
 index:  782, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3589, cost =
 index:  783, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3696, cost =
 index:  784, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3756, cost =
 index:  785, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3693, cost =
 index:  786, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3739, cost =
 index:  787, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3811, cost =
 index:  788, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 3727, cost =
 index:  789, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3243, cost =
 index:  790, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3263, cost =
 index:  791, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3340, cost =
 index:  792, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3835, cost =
 index:  793, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3679, cost =
 index:  794, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 3465, cost =
 index:  795, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3536, cost =
 index:  796, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 3714, cost =
 index:  797, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 4000, cost =
 index:  798, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3831, cost =
 index:  799, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 3911, cost =
 index:  800, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3937, cost =
 index:  801, (beta,j): ( 180,  12) --> ( 227,   1), goal index: 3062, cost =
 index:  802, (beta,j): ( 178,   4) --> ( 227,   1), goal index: 3215, cost =
 index:  803, (beta,j): ( 177,  13) --> ( 227,   1), goal index: 3523, cost =
 index:  804, (beta,j): ( 174,  14) --> ( 227,   1), goal index: 3921, cost =
 index:  805, (beta,j): ( 182,  11) --> ( 227,   1), goal index: 3750, cost =
 index:  806, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 4015, cost =
 index:  807, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4375, cost =
 index:  808, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 4656, cost =
 index:  809, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4391, cost =
 index:  810, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4507, cost =
 index:  811, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4181, cost =
 index:  812, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3648, cost =
 index:  813, (beta,j): ( 179,  11) --> ( 227,   1), goal index: 3465, cost =
 index:  814, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 3380, cost =
 index:  815, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 3775, cost =
 index:  816, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3682, cost =
 index:  817, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3567, cost =
 index:  818, (beta,j): ( 181,   8) --> ( 227,   1), goal index: 3670, cost =
 index:  819, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3958, cost =
 index:  820, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4290, cost =
 index:  821, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4061, cost =
 index:  822, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 3703, cost =
 index:  823, (beta,j): ( 179,   5) --> ( 227,   1), goal index: 4052, cost =
 index:  824, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4233, cost =
 index:  825, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 4015, cost =
 index:  826, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4187, cost =
 index:  827, (beta,j): ( 181,  14) --> ( 227,   1), goal index: 4042, cost =
 index:  828, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 3890, cost =
 index:  829, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4084, cost =
 index:  830, (beta,j): ( 174,  12) --> ( 227,   1), goal index: 4134, cost =
 index:  831, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4012, cost =
 index:  832, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4049, cost =
 index:  833, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3988, cost =
 index:  834, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4028, cost =
 index:  835, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 3969, cost =
 index:  836, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3928, cost =
 index:  837, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 3972, cost =
 index:  838, (beta,j): ( 180,  11) --> ( 227,   1), goal index: 4141, cost =
 index:  839, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4237, cost =
 index:  840, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4584, cost =
 index:  841, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4560, cost =
 index:  842, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 4391, cost =
 index:  843, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 4395, cost =
 index:  844, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4360, cost =
 index:  845, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 4387, cost =
 index:  846, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 4510, cost =
 index:  847, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4432, cost =
 index:  848, (beta,j): ( 177,  13) --> ( 227,   1), goal index: 4143, cost =
 index:  849, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4497, cost =
 index:  850, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4334, cost =
 index:  851, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4189, cost =
 index:  852, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4202, cost =
 index:  853, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4065, cost =
 index:  854, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4286, cost =
 index:  855, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4184, cost =
 index:  856, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4301, cost =
 index:  857, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4572, cost =
 index:  858, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 4351, cost =
 index:  859, (beta,j): ( 177,  13) --> ( 227,   1), goal index: 4352, cost =
 index:  860, (beta,j): ( 176,  14) --> ( 227,   1), goal index: 4520, cost =
 index:  861, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4246, cost =
 index:  862, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4455, cost =
 index:  863, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4213, cost =
 index:  864, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4444, cost =
 index:  865, (beta,j): ( 174,  13) --> ( 227,   1), goal index: 4377, cost =
 index:  866, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4045, cost =
 index:  867, (beta,j): ( 181,  13) --> ( 227,   1), goal index: 3931, cost =
 index:  868, (beta,j): ( 175,  14) --> ( 227,   1), goal index: 4066, cost =
 index:  869, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4480, cost =
 index:  870, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4329, cost =
 index:  871, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4239, cost =
 index:  872, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4250, cost =
 index:  873, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4466, cost =
 index:  874, (beta,j): ( 177,  14) --> ( 227,   1), goal index: 4337, cost =
 index:  875, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4416, cost =
 index:  876, (beta,j): ( 179,   6) --> ( 227,   1), goal index: 4665, cost =
 index:  877, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4878, cost =
 index:  878, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4460, cost =
 index:  879, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4668, cost =
 index:  880, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4431, cost =
 index:  881, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4469, cost =
 index:  882, (beta,j): ( 181,  12) --> ( 227,   1), goal index: 4342, cost =
 index:  883, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4342, cost =
 index:  884, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4348, cost =
 index:  885, (beta,j): ( 174,  11) --> ( 227,   1), goal index: 4589, cost =
 index:  886, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 4304, cost =
 index:  887, (beta,j): ( 182,  12) --> ( 227,   1), goal index: 3998, cost =
 index:  888, (beta,j): ( 179,   8) --> ( 227,   1), goal index: 4307, cost =
 index:  889, (beta,j): ( 181,  11) --> ( 227,   1), goal index: 4208, cost =
 index:  890, (beta,j): ( 175,  13) --> ( 227,   1), goal index: 4154, cost =
 index:  891, (beta,j): ( 181,   9) --> ( 227,   1), goal index: 4450, cost =
 index:  892, (beta,j): ( 178,   5) --> ( 227,   1), goal index: 4614, cost =
